Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.93071022,54.98797888,54.43058706,54.20649562,54.1761994,54.29820089,54.56234731,54.91004445,55.32795688,55.83067722,56.42104549,57.11094077,57.91398836,58.8090998,59.76774852,60.74824824,61.63081244,62.33867309,62.91976216,63.45497889,63.89505292,64.18397308,64.34785827,64.37912776,64.36781855,64.3837818,64.4052588,64.41850244,64.40799415,64.55744623,64.54553647,64.22787454,63.66801411,62.99040638,62.55116209,62.37722451,62.43632911,62.5814555,62.88727222,63.40036796,64.01554225,64.58741704,65.07053457,65.51942835,66.01630273,66.62919567,67.40155623,68.30845698,69.1979726,69.89985651,70.36340242,70.59183824,70.59218624,70.43135786,70.13567286,69.71918066,69.21977364,68.68455074,68.17132531,67.67132826,67.24878043,66.83203907
American Samoa,ASM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,48.42050235,48.87763018,49.35596089,49.68107886,49.85434322,49.95511094,50.01036398,50.0583548,50.12593475,50.26613377,50.61865189,51.13523112,51.64273242,52.09786533,52.52137047,52.95798461,53.44151006,53.9825737,54.53735522,55.09353887,55.60353347,55.97997622,56.28631615,56.57002858,56.81853909,57.02345986,57.17422156,57.24872788,57.24310608,57.17140512,57.05801163,56.95069553,56.85387649,56.75831477,56.66733603,56.58882792,56.53211009,56.51657595,56.54558946,56.58228288,56.66629458,56.8659557,57.15059216,57.47447813,57.87541974,58.39766654,59.01473499,59.67188401,60.31347009,60.85142506,61.38433349,61.95452035,62.43260106,62.8370601,63.20320205,63.55318486,63.89946083,64.25611063,64.63117462,65.00353969,65.34781008,65.64338848
Antigua and Barbuda,ATG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.53879096,55.4680416,55.25627982,54.97901432,54.36383472,53.54648872,52.85859227,52.22828116,51.68214753,51.25819711,51.3504088,51.86780611,52.38581034,52.94277337,53.57885312,54.31873194,55.097241,55.84400393,56.57057136,57.23627696,57.87608165,58.55569983,59.22612888,59.84436155,60.42471486,60.82047104,61.00924874,61.1545783,61.23440968,61.21897369,61.16251895,61.42628155,61.99059682,62.48034815,62.88093392,63.23284307,63.53190636,63.83964615,64.20933693,64.61711437,64.9450403,65.24175031,65.63702312,66.07471069,66.53956753,67.06732274,67.56679914,68.01336333,68.40278195,68.73606322,69.12130229,69.53902386,69.93806602,70.29051832,70.54720068,70.77901502,70.96378824,71.05268934,71.1406759,71.18431551,71.11283778,70.98622069
Australia,AUS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.23085886,61.22119992,61.34465086,61.49128797,61.63206505,61.80500055,61.99766827,62.22544713,62.46987313,62.65937913,62.80320233,62.94302601,63.08344276,63.26952184,63.5189263,63.79528208,64.09661882,64.40868673,64.69390954,64.93734008,65.13068207,65.30012537,65.48071671,65.69146834,65.92767947,66.1768293,66.42914612,66.64933294,66.79878249,66.88266093,66.89125407,66.82435508,66.73511428,66.65400562,66.60152108,66.59102742,66.61647772,66.66743617,66.73101663,66.81086107,66.89425413,66.97542113,67.07535756,67.17709108,67.26392388,67.34260107,67.40710548,67.45661046,67.49496997,67.47907935,67.3774398,67.19165655,66.93877837,66.67349724,66.4238211,66.17456968,65.93490377,65.73102597,65.55102179,65.38960775,65.22467885,65.05751552
Austria,AUT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.74301648,65.16363958,64.73808197,64.39578849,63.94881115,63.47586098,63.01825585,62.57230654,62.15958115,61.80061937,61.57543156,61.48487829,61.51344649,61.64503072,61.77324811,61.91346596,62.22749843,62.65293686,63.11143323,63.60887825,64.19459451,64.93652493,65.74406947,66.56195637,67.21020035,67.53914762,67.67145284,67.6938537,67.63224524,67.56977477,67.5340346,67.47690519,67.39432685,67.29081933,67.16634333,67.06679021,67.05126928,67.11682668,67.2202014,67.36362002,67.54063157,67.74244024,67.94926273,68.11760662,68.05801193,67.79244696,67.5716353,67.48853669,67.48875438,67.47024474,67.5393279,67.63589639,67.57702423,67.44268173,67.32578869,67.24842495,67.14602031,66.9851285,66.81707084,66.64484595,66.44735269,66.17334945
Azerbaijan,AZE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.37249114,52.84594868,51.67457955,50.87407454,50.33903895,50.03337253,49.8922939,49.89866103,50.06760069,50.39008593,50.86100038,51.47141247,52.21976668,53.09986883,54.08499885,55.15220432,56.35478377,57.60207857,58.72254389,59.62350772,60.34136138,60.98817865,61.46564107,61.81081845,62.02334746,62.10750326,62.10157571,61.97863778,61.77865603,61.39667374,61.04100171,60.86310023,60.70063237,60.55916927,60.57587566,60.79042834,61.14567791,61.61388884,62.17630421,62.80418708,63.48738153,64.22727877,64.98192753,65.7400159,66.51494174,67.3067158,68.08388478,68.82252353,69.51646478,70.10023326,70.51917504,70.7487845,70.76816421,70.62562988,70.38737028,70.10098363,69.80779748,69.59129101,69.46283246,69.34530229,69.30437977,69.35846067
Burundi,BDI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,52.00466754,51.96950609,51.90333097,51.66781005,51.65177546,51.76536672,51.93137926,52.08507088,52.14780648,52.10731483,52.05161937,52.0729003,51.46370224,50.93128841,51.15050907,51.23050534,51.17774229,51.23448476,51.36862207,51.26282285,51.72352429,52.0050633,51.62625673,51.32746593,50.94426826,50.49059988,49.97020354,49.65745361,49.3463809,48.9503595,48.66024769,48.4518605,48.55461829,46.45771005,46.3204132,48.38435014,47.90202152,47.59497267,48.16412994,48.8817316,49.37048362,49.92653574,50.46331459,50.98922203,51.57996016,51.99752682,52.22770343,52.3735874,52.59736855,52.82985007,52.79375777,52.51994213,52.21098427,51.88778548,51.56919126,50.9225681,50.19868935,49.91926471,50.06889345,50.45097878,50.81299843,51.23035519
Belgium,BEL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.33957513,64.09027505,63.91601188,63.77017387,63.59070087,63.38435018,63.19152577,63.03592572,62.97922282,62.97888366,62.98919058,63.02506777,63.10297374,63.25204719,63.48890706,63.77600719,64.10204924,64.40487378,64.6801437,64.98196759,65.3404769,65.80332493,66.33075801,66.86834847,67.27029995,67.42200536,67.44328246,67.4230016,67.32402567,67.1632819,66.94849135,66.70814864,66.49929541,66.33586189,66.20934551,66.07967471,65.94449923,65.81784754,65.71725824,65.64707794,65.59024604,65.56043256,65.56419862,65.58332978,65.60136188,65.67021914,65.83448888,66.00052386,66.04711545,65.97863426,65.86850744,65.67754764,65.43506679,65.21518416,64.99452031,64.80563047,64.64676169,64.47245175,64.28818277,64.11391254,63.99888373,63.89481923
Benin,BEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.59114734,55.37444588,55.0799415,54.6905944,54.14021016,53.6485829,53.31851489,53.0000116,52.69849641,52.41252939,52.14574907,51.89783124,51.67087081,51.47284353,51.3068354,51.17209178,51.07697114,51.01679029,50.98048435,50.9534161,50.91646619,50.86858812,50.81682559,50.77308031,50.73710064,50.70521854,50.68185341,50.66675027,50.65546795,50.6596709,50.67816881,50.70046158,50.7329128,51.25743043,51.45728108,51.08356299,50.99633938,51.0720639,51.21008939,51.36740492,51.53967771,51.720841,51.9009301,52.06701868,52.21093554,52.39751447,52.53787177,52.61744934,52.74494038,52.93387653,53.13258363,53.28355702,53.41279779,53.5268528,53.64828254,53.7484164,53.81214502,53.87677276,53.96225434,54.07251357,54.19847612,54.34561101
Burkina Faso,BFA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.43798318,57.38589782,57.27104717,56.99331452,56.58594739,56.18669819,55.81029021,55.44937327,55.10647221,54.78172356,54.48076382,54.18555824,53.89688151,53.62279308,53.36343898,53.11164742,52.86384361,52.63255955,52.39423882,52.14057135,51.89760401,51.66078363,51.42854567,51.22144805,51.01927039,50.79168805,50.53696916,50.275747,50.04309061,49.85404262,49.70788307,49.56844395,49.46046566,49.43366285,49.47623963,49.55900133,49.64492983,49.74949421,49.93864422,50.20090512,50.48792432,50.79124582,51.09339423,51.36117003,51.58391242,51.7581599,51.8593969,51.87581563,51.82267107,51.74583626,51.6732183,51.62337172,51.61749782,51.64748263,51.72165361,51.8415156,52.00723219,52.21548137,52.44482064,52.69623298,53.00106502,53.36183381
Bangladesh,BGD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.72768517,54.51444679,54.25725923,53.93274532,53.55325274,53.22509636,52.95755055,52.70503923,52.4764198,52.24403429,52.06575188,51.86157965,51.61577503,51.45668796,51.36043363,51.38497052,51.48141408,51.53842627,51.55621688,51.53388246,51.4820514,51.44079608,51.4515201,51.53573251,51.68493165,51.883924,52.1390375,52.46604656,52.8397092,53.22008005,53.61498219,54.07474895,54.58052076,55.0979901,55.64166057,56.20793913,56.79721129,57.38582223,57.93704593,58.44777987,58.93036449,59.34493109,59.69284618,60.01424743,60.33989692,60.6742455,60.95079928,61.20375229,61.44291719,61.74272789,62.17115443,62.6563318,63.20539482,63.80357105,64.40959999,64.99141977,65.55376278,66.09745363,66.58262259,66.99930627,67.38485874,67.71990424
Bulgaria,BGR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.46853162,66.61418638,66.82333487,67.04999277,67.22015628,67.3119936,67.34378,67.36124415,67.30646074,67.14944662,66.97249198,66.82285559,66.69301103,66.50885721,66.2323772,65.9470672,65.71007677,65.51970367,65.3609194,65.23370796,65.19808908,65.24222019,65.33541386,65.52782788,65.73083588,65.80910234,65.75720391,65.64489995,65.56394628,65.54894525,65.58314236,65.68322626,65.83984928,66.01116026,66.22471798,66.47418051,66.72455203,66.99371454,67.25829506,67.44142981,67.58231652,67.76303708,67.98306167,68.22991587,68.46140902,68.62634667,68.67978722,68.61166787,68.45617664,68.19498855,67.81659905,67.34386124,66.81479243,66.26468183,65.7766946,65.38158103,65.02973479,64.6912183,64.33419336,63.98796205,63.71583774,63.58415988
Bahrain,BHR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.59965213,54.35001991,54.09683346,53.8371954,53.59471344,53.2111993,52.72913641,52.40781589,52.27015052,52.28304233,52.41524024,52.92445826,53.91045599,55.09796128,56.32947993,57.54314464,58.67939369,59.70095533,60.60221449,61.39130334,62.08193715,62.59818059,62.96836199,63.30222532,63.59705881,63.83923587,64.0233365,64.13593405,64.16533823,64.12067964,64.03926415,63.96897734,64.03096651,64.28652972,64.67213032,65.14706314,65.70486886,66.34382529,67.01591935,67.66399497,68.26269745,68.82748128,69.41534054,70.31068806,71.66306118,73.08444975,74.31246045,75.36346792,76.28499649,77.157961,77.41422632,77.25243528,77.61885383,77.72366532,77.12362843,76.85766242,77.03217298,77.24270576,77.27011889,76.98352651,76.50390634,76.1340987
"Bahamas, The",BHS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.12270742,55.05215612,54.98713432,54.96364205,54.89301759,54.76012951,54.55398534,54.22353142,53.83773885,53.57013641,53.79629707,54.32687485,54.76037562,55.17505928,55.68738892,56.37033698,57.18766982,58.06273111,58.96412119,59.85206858,60.68245048,61.30297361,61.72976163,62.09412222,62.3238765,62.46589546,62.64226775,62.86294392,63.11098228,63.34284396,63.58417166,63.81732067,63.92839727,63.91175874,63.90756353,64.00081454,64.17092307,64.35524977,64.53813911,64.77878925,65.09027303,65.41868663,65.6921216,65.9237113,66.1543125,66.37143334,66.57063583,66.77337687,66.96467702,67.09472595,67.40888682,67.92221193,68.37363667,68.84130688,69.29543007,69.69614016,70.12474225,70.56312967,70.95481163,71.28315664,71.55458624,71.80964709
Bosnia and Herzegovina,BIH,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,57.58356568,57.32446946,57.18460079,57.18094581,57.29547542,57.51744312,57.84587508,58.28585079,58.82444501,59.41654095,60.01949648,60.59413999,61.12476117,61.64388286,62.18765558,62.75876472,63.35477319,63.96950042,64.59801366,65.23262092,65.84669105,66.4033818,66.88951344,67.31396006,67.68110153,68.0042379,68.290802,68.52878184,68.70565311,68.82904569,68.90725507,68.92268899,67.98209522,66.51493711,65.69151297,65.81163127,66.90759812,67.81189195,68.31757455,68.69059435,69.03018412,69.32020591,69.54680462,69.68207045,69.68490367,69.69532254,69.80711717,69.89699406,69.89940005,69.85856489,69.86916859,69.94305452,70.00044089,69.98188143,69.86508936,69.63051638,69.30338128,68.88492445,68.37292056,67.82855357,67.33309577,66.93747033
Belarus,BLR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.74771499,61.26448821,60.97598583,60.9071596,61.01782472,61.19880134,61.40051069,61.64645833,61.94966258,62.31731182,62.72719154,63.15693917,63.61552007,64.09823243,64.57239779,65.03328478,65.48249643,65.89456193,66.24211467,66.50487121,66.71223438,66.91682561,67.09950834,67.20682632,67.24567136,67.25269019,67.18960229,67.03426253,66.78966331,66.51602727,66.27703822,66.06977316,65.89873479,65.79057636,65.74904172,65.78709609,65.93986524,66.22642211,66.65057843,67.14647337,67.60761304,68.03237087,68.44586356,68.82820356,69.19244928,69.53151146,69.85095091,70.1730035,70.46895807,70.67374688,70.74992701,70.63397617,70.28921937,69.79179893,69.24315431,68.72734485,68.24714079,67.79992348,67.39040759,66.97163967,66.60753941,66.33049589
Belize,BLZ,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.88837347,50.34930725,49.76842105,49.14628472,48.52267814,47.93323,47.39270049,46.92983637,46.56085347,46.34897795,46.40172036,46.58951507,46.74500616,46.88394089,47.02884466,47.29589223,47.68059099,48.08749991,48.49225343,48.8709558,49.256544,49.73010944,50.20422089,50.54628876,50.72986417,50.82371441,50.95115481,51.12527781,51.31608678,51.50578221,51.70067282,51.87102968,52.13019477,52.51871364,52.94809894,53.42423357,53.94740291,54.50494434,55.07209647,55.6200547,56.12879878,56.57286693,56.96500213,57.34456322,57.71850431,58.10271957,58.51359144,58.95478567,59.42048899,59.9168286,60.56909749,61.32503888,62.02563943,62.69171351,63.33617154,63.95249965,64.528569,65.04769899,65.50203368,65.96705175,66.41792462,66.80844735
Bermuda,BMU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.16332746,61.32179955,61.70605109,62.16907675,62.58478998,62.92858053,63.21716096,63.47726995,63.74331977,64.01654412,64.35498909,64.76712537,65.25543432,65.82900331,66.43001742,67.0206174,67.56756757,68.08024853,68.57394037,69.04492438,69.45364934,69.78685514,70.10471493,70.42088925,70.7055701,70.97696499,71.25279043,71.48356766,71.63376806,71.70159864,71.69131721,71.58050247,71.39440182,71.20421522,71.02932593,70.89825193,70.7840008,70.67179172,70.58338215,70.51400835,70.45917453,70.41270664,70.39161886,70.38379958,70.38436098,70.44719935,70.61056903,70.74601579,70.73548591,70.65986883,70.4595962,70.09979066,69.72254781,69.37690927,69.11924868,68.91311922,68.55933278,67.97234295,67.31921788,66.69409119,66.0482114,65.42026953
Bolivia,BOL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.24679334,54.3526722,54.45776363,54.52113596,54.5276347,54.52062387,54.51939968,54.51363518,54.5062886,54.50170727,54.50182279,54.50697454,54.52111726,54.55688344,54.60618916,54.65632664,54.70432925,54.7463542,54.78776716,54.83299705,54.8816759,54.93336549,54.99374699,55.06692132,55.14496212,55.21847492,55.29089082,55.36235557,55.43379024,55.509035,55.58476527,55.66718671,55.76504388,55.80225883,55.79048374,55.8153594,55.87378199,55.96851143,56.09777833,56.25680727,56.45644374,56.75271356,57.13774592,57.5492764,57.97562661,58.41002313,58.8340623,59.24035583,59.63332363,60.00487001,60.35426827,60.69227107,61.02052878,61.35130675,61.70123397,62.05031061,62.37988397,62.69604737,63.00512066,63.30553965,63.61955795,63.96785803
Brazil,BRA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.28374595,53.09941124,52.95993576,52.88960766,52.91964554,53.02721379,53.17124481,53.35904003,53.59260101,53.86451838,54.1653551,54.4881544,54.83195865,55.19330354,55.5731242,55.96425417,56.35371942,56.74025819,57.11659493,57.4689591,57.78606566,58.06304443,58.30304916,58.5153733,58.71892173,58.93391549,59.1666553,59.41526318,59.68701435,59.97860718,60.29498367,60.64607035,61.03197155,61.44622781,61.87995399,62.3295654,62.79183892,63.26259878,63.73180235,64.19830655,64.66220242,65.11151362,65.5469864,65.97198862,66.36963651,66.72976732,67.06444239,67.38415055,67.70095493,68.01910831,68.33735328,68.65051299,68.94884681,69.22596088,69.44446585,69.59600919,69.7265502,69.82409723,69.85458048,69.85946357,69.87447393,69.87826753
Barbados,BRB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.92613002,56.56723635,56.06441283,55.6323145,55.23256796,54.94071146,54.79991111,54.75530643,54.82910908,55.05145598,55.44020845,55.96937481,56.61428255,57.34203992,58.10836645,58.90250738,59.70558807,60.46430588,61.12748945,61.68035223,62.11803632,62.45143482,62.69979111,62.87433554,63.01362143,63.16985317,63.38003638,63.65859411,63.99213175,64.33360772,64.70015606,65.09625986,65.4428592,65.71147778,65.91456623,66.0744138,66.23584678,66.41232104,66.60218516,66.76489905,66.91377897,67.0991968,67.2485035,67.39127997,67.59836875,67.84771984,68.11894588,68.31943237,68.32932615,68.20025457,68.13997255,68.17067261,68.18182641,68.17708992,68.16604383,68.16184377,68.17070939,68.12029213,67.98295246,67.77101822,67.47051049,67.1222744
Brunei Darussalam,BRN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,50.85827104,50.26909034,49.83561834,49.63572352,49.6866011,49.97330213,50.45671529,51.08265039,51.7857361,52.49799824,53.16197011,53.67052367,53.99065927,54.34560207,54.8989557,55.60810007,56.39799229,57.19763484,57.93212469,58.53883738,58.9932977,59.30751654,59.56053322,59.83384974,60.12520845,60.41725288,60.69542742,60.93550178,61.12913006,61.28602694,61.42787603,61.46075743,61.29145632,61.10205716,61.06246071,61.17346546,61.45344812,61.91481889,62.52754547,63.22885724,63.9706642,64.73748234,65.51345035,66.27697931,67.01011623,67.6962512,68.33423639,68.93743474,69.51683447,70.074889,70.60351847,70.99981071,71.24391959,71.41746771,71.56311202,71.70688823,71.82166885,71.89760538,71.93537728,71.92959227,71.89484408,71.84292716
