Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Austria,AUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,27.46863443,27.34511658,27.36535323,27.53745283,30.45336257,28.5044981,31.16375564,32.32363958,30.55289489,32.43644404,35.13193407,35.39588802,32.37561727,31.99398599,33.82398845,35.16184048,32.01688287,31.44751767,33.49162381,35.52315624,35.79095508,35.45791742,34.47489993,31.80115269,33.82855945,34.72346076,35.83439501,37.83960748,38.57612821,38.90310246,42.01422167,42.91910925,41.6287818,41.8169677,43.92513072,45.41405348,47.24664234,48.17238464,48.82482212,41.85481441,47.75763591,51.15411778,51.17850123,50.62512079,50.1169562,49.33825483,48.57568463,50.88769179,52.46142039,52.12879115,48.61081631,55.32198345
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.22237381,41.20508982,54.59637767,76.02802548,30.62820923,53.4070672,55.92110078,53.04435931,54.52827995,41.85584488,38.3777368,37.31657762,50.05030928,65.54537186,72.71810743,52.9007786,38.75825501,28.51289646,23.46675902,23.108296,20.68126693,24.08106448,25.28838935,26.26001169,26.20966854,34.80673042,43.64966934,41.85445095,37.58028267,36.76751791,36.39431178,29.90898978
Burundi,BDI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.39285783,14.65517299,16.39344216,14.28571441,12.08053731,12.53428946,12.99218038,11.88577655,13.36681223,12.0945743,11.62101972,14.17168014,15.07496967,13.33273113,15.53393773,19.00177059,16.65287675,17.29141892,20.2264008,22.72214152,23.29206503,22.0376957,26.90744599,24.74775974,23.55230979,20.78690239,22.3156305,25.73863173,25.95318325,22.9435654,27.77514726,28.50518278,29.47695089,27.16103576,28.48175853,27.27828356,15.75340125,14.43990665,19.44027986,15.9639877,16.23475389,15.78484345,16.98802523,20.99489805,24.62336989,28.89999868,35.1,31.99999864,36.69999932,29.20000329,29.80000376,34.20000255,34.00927787,37.50882302,34.29900461,16.42100985,16.65920307,16.21371877,20.91404815,23.85417,22.22401,23.81837
Belgium,BEL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,42.77102548,41.81661767,41.07716074,46.11215017,52.37771955,45.60771211,48.26137557,48.17027252,46.55095976,51.65053204,52.9381673,56.15783009,59.82203774,59.99993593,63.81838335,61.42265867,55.0439747,54.05133686,57.01486335,61.37018374,59.85416012,58.36048284,56.26035717,52.90499584,54.80734069,56.2641961,58.0203848,60.90235898,60.53477761,60.60693102,69.68273991,67.96488091,65.25385179,63.67904433,66.0121279,70.24622175,72.76251224,74.16664217,80.20782782,66.57203682,74.1476086,80.79636075,80.34153972,78.52649664,78.98220685,76.38726436,78.23541051,82.1434261,83.41515763,81.77436305,77.73398346,85.81149629
Benin,BEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.110286,9.534632137,9.959304461,11.62589881,12.24316515,14.90571057,16.19606297,19.77226627,19.07658678,21.42850573,24.46132362,27.83261413,26.80014939,25.95016696,29.49464837,33.41298203,31.0285114,34.7807829,34.54536444,37.02178868,37.32210672,43.95887164,40.08629954,31.5777227,30.93192817,36.64859962,32.61549675,30.95060709,32.08308882,24.80493838,26.53887913,30.34223077,33.50159776,32.9174161,36.07346064,36.43119751,30.01897989,31.53549502,32.50068575,31.38225836,26.74284895,28.38859183,24.04181176,22.97193331,21.38942677,20.61229121,21.716773,27.07093104,25.634639,24.77466222,28.35881188,26.36737731,26.83999991,31.62962651,33.83743382,32.03586197,31.38014027,34.27100218,34.52096387,34.05080512,24.96076295,34.2858845
Burkina Faso,BFA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83940461,15.7899764,15.70596469,15.6690092,11.51843946,11.37662058,11.64848834,13.92730705,15.28739068,16.53239462,16.14177019,19.9310891,21.28899967,22.91953873,24.47291572,30.15111636,27.00824323,30.44326689,27.75082927,29.28244368,31.26250766,31.43511365,31.62403532,29.57414785,28.75779204,31.02608229,28.97116629,28.08112953,27.13098209,23.64589735,24.45595903,23.34868798,19.52753601,20.67354067,25.02760109,26.60691488,27.61669256,26.60388778,28.13168055,26.90081028,26.27822449,22.61408805,22.44715722,21.14780475,24.5993563,24.33032229,24.14967885,23.43117507,25.23598993,26.50701281,28.55738968,31.30175258,34.64052256,36.95886585,31.89155834,32.98153577,31.977208,32.81639457,32.51671948,31.04805512,,
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,9.307258373,11.69999897,10.80809699,11.65627794,14.12185539,13.3665973,12.65182215,12.59571799,11.60633145,11.66532876,12.50748406,10.72758452,13.73255915,11.85524718,10.3485456,8.100547239,17.63619316,12.38144623,15.4808518,15.79784406,17.88294732,14.11629594,15.53162433,14.71303159,13.41547204,12.83770602,11.83581054,11.69774799,12.24976334,12.7850303,13.05818553,12.22721492,12.34732859,14.10431403,13.86432091,17.34486186,16.36958007,15.80514283,16.12273217,16.62929817,16.97751313,18.71145786,16.55741179,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932252,17.41294565,17.17998378,19.83984378,18.48329528,15.82865882,17.0612258
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,30.68861231,34.52261126,33.21648916,36.93962019,38.24615025,43.20224081,43.46992488,42.62235398,45.89608581,48.15837612,36.72786877,39.20412675,52.93824701,45.83472733,45.67256469,22.92320078,37.32373663,36.88754893,35.10385737,47.32517385,41.5268474,44.20005133,41.62230729,44.59693949,52.10725769,57.18464546,64.06958412,71.17752332,72.21108847,50.47379552,53.30394798,58.65334107,63.6398222,65.15096334,65.68640319,62.90085503,58.96334363,62.68200137,63.15580588,60.70568238,54.16092924,59.64789814
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,115.2404715,120.0092032,106.7770645,92.95073341,93.84405856,89.84050688,84.81310447,87.40003822,77.49443287,87.62992359,94.60513707,95.63864723,96.74204545,80.72929985,73.98490141,70.47376878,76.20189497,69.50529596,63.88542858,62.96445322,56.6284683,53.41550496,58.62506792,56.02851016,62.13216408,64.4194769,62.46523681,58.10552134,63.30516277,49.49813154,50.93507678,74.73659889,83.73912577,87.06775078,79.51708569,71.82416506,65.41972798,67.30698583,71.55353264,65.21487421,67.09261495,
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,66.1430575,67.51561749,60.2035392,62.87725605,62.36943568,59.55141608,58.01592798,58.30679536,59.27091219,57.9049545,55.8032445,,57.16884389,55.95925458,55.16752594,51.21453844,51.39327296,53.38048481,54.91630213,57.81906345,42.85448079,43.069007,39.24584877,41.59738103,38.42829199,34.10252715,35.25330634,37.78675227,42.63638397,49.24143697,47.92086145,47.93558807,42.33036398,43.72231511,50.89842063,46.12378154,45.67633582,45.93552313,36.45031572,37.12504014,39.68812714,39.8062058,36.23188406,34.16877159,42.13282658
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39893826,71.46787364,83.88233728,72.79732986,98.36341183,94.17659479,63.47392439,63.96701301,59.60146733,59.98147203,59.27644123,60.03903993,53.57160257,56.45030344,59.31481092,48.73811544,51.27267378,55.8003759,55.79456742,54.18819449,56.56316058,53.80931672,52.96648405,57.08703259,57.28754217,55.2309836,48.59095292,54.56842337
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64896074,33.33333333,57.60869565,83.35025381,84.10610914,54.05302999,50.42509604,65.65629856,63.90656844,61.63177646,72.39834461,70.29732374,67.37454234,68.98547237,74.25017703,59.08654297,64.23379212,67.21082526,68.66172333,59.759183,64.54508764,79.50889355,74.30836203,61.48238713,55.71042031,57.90405963,62.69997578,66.57815452,68.93869099,65.75582211,57.92173443,66.62778006
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,57.3915223,63.05121058,59.05553251,54.39689506,58.70299678,51.28247011,48.63792885,52.38376237,56.97464571,57.48216354,38.39854413,43.07178631,39.43763518,37.35019973,39.40375891,37.14111179,37.75689959,41.87788018,42.83369803,50.51282051,54.79390681,51.67669819,49.8783455,50.19260401,44.4404462,47.6907287,47.37507906,45.63679245,51.9086177,44.33204403,44.49237849,50.5358615,52.23331582,52.79625524,51.63704397,52.09228681,48.77130839,47.48468941,48.63930886,49.67928823,43.31730769,50.11037528
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8000876,23.73119483,23.26975937,24.6569156,25.35550425,23.32465906,23.41985281,23.8542792,26.076114,25.81667725,22.05974404,23.51891628
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.93391382,23.33743842,25.60540642,26.34239888,23.47207179,26.68523677,26.47798742,26.01626016,24.03846154,23.25244477,24.35854991,24.40073755,24.01913876,28.31987971,26.79769666,32.21663411,29.88640313,29.64494201,30.1082418,27.39607582,22.28548798,22.95374763,29.40391417,24.03904141,25.8198699,22.84285774,25.70734513,23.99218129,23.13880498,23.15646943,23.92629045,26.96562201,29.0650961,28.3863605,27.19753876,27.18656548,27.27442079,29.35905992,32.58247806,27.28735713,27.32303005,25.2556732,27.71580529,26.36710199,26.32587557,32.09379843,32.76613416,34.26625469,37.9604649,32.90444909,34.32417011,38.38869357,37.78256454,37.138428,41.97138157,37.06454915,31.91302898,31.80050838,31.12116957,31.43004445,25.23067282,31.19443185
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,6.333657966,6.473180024,5.376371425,9.00683898,5.744808695,5.388870674,5.7330902,5.677192175,6.599751918,6.604359308,7.449747761,8.193696479,8.859838658,9.011315707,13.29465026,11.01632354,9.402384911,7.90998825,7.884901519,9.326102558,11.19301262,10.01008362,8.590685846,9.656596957,8.79466213,7.501187488,6.643375075,6.433915312,6.099886162,5.461267975,6.958364958,7.914441164,8.385063127,9.096048892,9.161683369,9.455584961,8.905381793,9.592559686,9.408084592,11.41726822,12.45171335,14.56457435,13.38776713,12.95960101,13.13249097,11.84296595,11.66738359,11.96493627,13.72356891,11.25460447,11.90659334,12.3518925,13.23673455,14.04372668,13.673463,14.05343452,12.06700304,11.8007665,14.24120388,14.76733868,16.09538367,19.07884694
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,60.40844812,64.80373312,61.10529589,68.35672181,76.13290811,61.23772102,58.6702365,56.50149509,58.9541432,57.10963455,51.0617284,46.08737552,38.64060677,38.41195831,41.04337051,43.37286879,41.4148622,34.58865611,37.79759036,38.1650104,45.03700381,45.42490534,49.26567164,45.65125309,46.50496884,47.34270306,45.3904076,44.48575567,47.13350989,50.35999419,52.8014138,50.54830752,47.41434462,50.85764038,45.79952877,47.99744844,48.66028872,47.93826419,51.27266816,49.74826857,47.29140711,42.11026428,40.69336894,39.93892276,37.97060619,36.79630977,40.47132417
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,17.35341335,23.42622004,18.25886636,16.08782057,14.47273057,14.13786882,11.66426622,13.71348041,17.22645335,18.98103128,,,,,,35.20789195,37.26688607,40.17200938,47.90902421,51.76364185,48.40621496,55.8271237,60.64051019,58.49423351,57.40412979,48.40323201,35.81729355,39.19356475,41.62613879,35.96921573,31.79052372,27.28916946,25.2164514,27.8977165,27.61460739,35.7894602,27.96147673,30.03046818,35.47975532,42.8950042,34.24388837,37.68319271,37.74136081,35.60350735,41.96404349,50.56361782,52.93489224,66.9542018
Bhutan,BTN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,39.73435901,50.53845299,50.24947458,48.37158558,47.60686702,53.93927704,55.20233531,39.72494301,51.21180776,39.5774215,33.25461551,42.5133105,58.36573813,45.89669051,41.22481644,44.47707793,47.62266908,47.90996747,51.25345574,53.21129697,49.95924493,49.29161246,50.86304433,52.34165189,64.00042749,66.2218917,60.7159377,58.65804724,59.40006777,63.75388329,72.44380369,72.1959181,64.53948951,63.76908105,58.87366371,63.44530544,53.79191055,51.12354999,53.36930561,48.18954167,46.25710496,52.73620344
Botswana,BWA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.64394208,42.52550467,44.83899262,47.34535685,48.57670261,50.6097561,50.94850949,50.77349314,62.94736842,52.56525653,60.91370558,61.56387665,60.54287962,61.96518147,64.77518634,63.79211879,66.32148377,69.30966469,68.524389,65.24992517,66.44230186,71.53032832,69.27419741,62.56561807,57.96219857,51.23175935,49.12874011,48.44218821,43.9296497,46.13626671,49.79191333,46.52887119,41.57169149,39.11240781,40.35821104,43.7586738,37.12713079,47.7236766,52.55186722,43.73181291,40.09291962,38.86745733,39.67834728,37.00718468,41.38403511,35.58179851,34.83160715,42.01656201,52.06131735,52.64712677,52.49467057,54.72506986,63.76025679,64.40327817,58.2145739,59.80999367,45.85333501,39.00390889,43.22696007,46.08762958,46.46695886,49.8655589
Central African Republic,CAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.18181226,35.76158881,37.70490743,38.48580502,40.80459028,37.66937669,42.5257732,46.89823821,39.63122536,37.59845824,41.56234991,37.42346234,33.81308706,36.48688336,43.33611318,39.91997006,29.32661081,34.32490613,33.88576027,35.13293947,41.08078286,34.0597439,34.2245066,36.61626111,35.50167739,31.63597524,28.62263185,28.5502934,25.05388217,26.46316121,25.87551465,26.12265066,26.36337608,22.88906748,25.01862134,28.25494616,25.61401875,28.9342281,28.3926453,23.98869362,25.2875684,22.5732459,20.14585984,17.99522216,19.24603741,21.70818354,22.07986508,23.4655716,23.43385711,21.65259659,22.80468088,21.34779823,21.50931559,23.42633278,36.41930443,36.07748715,35.70876436,39.88377195,33.72017,34.31042,34.34854,30.49905
Canada,CAN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,18.27351706,17.98530048,17.44252951,18.06267723,18.64839927,19.29600369,19.23986171,19.96516004,21.10999615,19.7141567,19.75762799,20.70471537,21.67206148,24.17202388,23.97638669,22.65868291,23.13401865,24.39548469,25.996835,25.89744447,25.80457124,21.50124233,21.86823163,24.63307427,25.39416755,26.18590905,24.96774058,25.41395674,25.11576531,25.01020928,24.95977851,26.62848332,29.20315119,31.70864856,33.06899018,33.27040231,36.20363989,38.0520106,38.25384431,38.55612203,36.3042633,35.64837348,32.97410942,32.86464868,32.90242569,32.64970526,32.05386458,32.62860281,29.95855751,31.04073957,31.82034685,32.24252342,31.89913623,32.64208628,34.3149411,33.86111211,33.6466507,34.16753441,33.50382946,31.41908242,30.63796538
Central Europe and the Baltics,CEB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.38300126,36.12820857,39.28578796,39.63195585,39.77740242,43.41602709,43.0731625,42.97320067,45.56635905,49.34074951,49.91766742,54.19122483,55.51622495,55.0868996,47.39974326,53.08427393,56.97633394,58.06980776,58.07618692,59.16840258,58.60454867,58.84128404,60.48855134,61.19621005,59.74450294,56.07584161,62.94632047
Switzerland,CHE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,48.36006823,47.52247912,43.6213348,43.90727763,44.28381026,45.00615314,42.92959928,39.70685901,40.90832227,43.3973252,41.1506204,38.40727788,38.15042561,36.85701623,36.09076584,36.23246461,37.72469708,41.97549765,42.22093352,43.03599931,46.49913334,45.83714141,43.2222097,42.61477767,44.21710916,48.40699811,49.63596956,51.77904322,53.64868145,51.76631556,55.22749526,59.10634951,58.67648741,61.62549479,54.87615325,53.30952646,56.74819859,57.27331731,56.95031822,57.1622185,57.85862401,59.47951503
Channel Islands,CHI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83330939,15.52468007,12.79794588,14.76935984,13.22681423,12.65400206,13.40459475,12.90646916,13.09848401,14.06412733,13.96930843,12.0426023,13.16159179,15.38796715,19.30379884,26.57162139,20.30689696,22.02142537,23.65739455,25.54806916,26.44874681,26.21654346,21.25208914,21.39706073,24.46083953,24.33277328,24.73353748,25.84909388,25.98106676,29.27290095,29.2511137,26.79327708,27.29225862,27.72838389,25.75178803,26.34090127,27.97030239,28.22129391,28.6925971,26.38649595,28.58816921,30.2974557,30.22663155,30.63244506,30.20361054,31.88696223,29.84596084,31.84717282,39.51406545,29.57039617,31.81368582,34.79186253,34.31055239,33.05582436,32.63072516,30.15803099,28.13470298,27.69478213,29.64800589,29.69384226,26.97062537,32.5414357
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,4.428270186,3.489410046,2.908277405,2.85988945,2.864140418,3.189158016,3.235029385,2.976256828,2.918410642,2.405463256,2.460850112,2.132768936,2.507443974,3.758798346,5.403684974,4.849481823,4.326440474,4.086153846,5.094187394,5.923734773,6.513236386,7.44960399,6.264997687,6.361074373,7.876332983,12.3621618,11.17836701,10.32801845,12.01062681,10.10736203,9.747870711,10.62996355,12.54203293,13.9025469,17.23306642,16.32444624,15.89144991,15.0398529,14.08220459,15.361685,18.51731765,18.21521353,20.10265796,24.82323147,28.44418664,28.3780353,28.44385835,26.75856495,25.01000133,20.43501444,23.53174494,24.17271524,22.77500014,22.14512114,21.39515505,18.11008945,17.31003496,17.94013625,18.45368057,17.48010372,16.16815654,17.43119637
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.9045205,28.10353653,25.74692896,23.51986591,24.72276998,30.12421965,28.69635519,28.79128767,27.99496361,27.06979362,29.10763118,28.42732647,29.00665084,33.23197974,38.37618374,36.58478424,36.2477536,36.33056219,37.43549421,37.66260588,41.17866036,42.28419538,39.32679298,35.72031705,31.79127049,32.39760073,30.18144875,29.62025808,27.89014302,29.05520841,27.11162094,26.98609497,28.11557841,25.90606897,29.30925615,34.44304424,24.74948551,25.8443393,26.46938005,27.15606106,27.17393307,25.64429009,24.54078679,24.51904727,27.97700744,30.94195581,30.84944683,30.93998962,30.92695223,31.26016244,33.97336549,29.43452671,35.31859892,29.1922766,25.5234588,25.36017485,22.92053504,23.62065644,23.42680369,22.62463689,20.63640282,22.75923011
Cameroon,CMR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,24.26064636,23.57723647,22.57924437,24.633204,22.8591363,24.67002097,27.15797275,26.08574991,23.99716818,22.79992343,25.54303477,27.36461919,27.80575609,28.12202863,28.24239492,27.1313909,28.41412507,28.91105566,29.3035876,30.99342605,31.57581732,22.72443642,20.62603884,15.96163399,17.76944715,17.31353104,14.63989889,18.31556992,9.768125722,15.48010049,15.0637847,20.85312013,21.81897994,20.31546883,17.80977928,23.07113151,26.31105194,25.49556436,20.80628113,21.29016872,22.75222495,22.92534012,26.23704905,29.91605169,22.59369207,24.8696951,27.29230098,26.15928888,26.03542768,27.22241377,24.5509972,21.68865277,20.84792302,21.85134941,23.5284225,18.50313699,20.36202736
